"Eintrag";"Kurzbeschreibung";"Langbeschreibung";"Lizenz-Info";"Weblinks"
"Stable Diffusion";"Open-Source-Modell fuer KI-Bildgenerierung.";"Stable Diffusion ist ein latentes Diffusionsmodell fuer Text-zu-Bild-Generierung. Modelle (SD 1.5, SDXL, SD 3) laufen lokal auf Consumer-GPUs. LoRA-Finetuning, ControlNet und Inpainting erweitern die Einsatzmoeglichkeiten. In Unternehmen relevant fuer Marketing-Visualisierungen und Prototyping.";"Kostenlos (Open Source); GPU-Hardware erforderlich.";"https://stability.ai/"
"Vektordatenbank";"Spezialisierte Datenbank fuer Embedding-basierte Aehnlichkeitssuche.";"Vektordatenbanken speichern hochdimensionale Vektoren (Embeddings) und ermoeglichen schnelle Aehnlichkeitssuchen (Nearest Neighbor). Sie sind das Rueckgrat von RAG-Systemen: Dokumente werden als Vektoren gespeichert und bei einer Anfrage semantisch abgerufen. Loesungen: Azure AI Search, ChromaDB, Qdrant, Pinecone, Weaviate.";"ChromaDB/Qdrant Open Source; Azure AI Search und Pinecone nach Verbrauch.";"https://learn.microsoft.com/azure/search/vector-search-overview"
"AI Security und Datenschutz";"Sicherheit und DSGVO-Konformitaet beim KI-Einsatz.";"Der Einsatz von KI in Unternehmen erfordert Datenschutz-Folgenabschaetzungen, Transparenz (welche Daten fliessen wohin), Auftragsverarbeitungsvertraege (AVV) mit Cloud-Anbietern und technische Schutzmassnahmen (Datenmaskierung, lokale Verarbeitung). EU AI Act, DSGVO und Branchenstandards definieren den Rahmen.";"Organisatorisch; technisch unterstuetzt durch Azure Purview, DLP und lokale KI-Infrastruktur.";"https://learn.microsoft.com/azure/ai-services/responsible-use-of-ai-overview"
"GitHub Copilot";"KI-Coding-Assistent in IDE und Terminal.";"GitHub Copilot generiert Code-Vorschlaege, erklaert Code, schreibt Tests und beantwortet Entwicklerfragen direkt in VS Code, Visual Studio, JetBrains und im Terminal (Copilot CLI). Copilot Business bietet organisationsweite Verwaltung, Policy-Kontrolle und IP-Schutz.";"Individual, Business oder Enterprise; per User/Monat.";"https://docs.github.com/copilot"
"LLM Finetuning";"Anpassung vortrainierter Sprachmodelle an spezifische Aufgaben.";"Finetuning passt ein vortrainiertes LLM mit eigenen Daten an bestimmte Domaenen oder Aufgaben an. Methoden: Full Finetuning (ressourcenintensiv), LoRA/QLoRA (effizient, nur Adapter-Gewichte). Einsatz: branchenspezifische Terminologie, Unternehmenswissen, Codegenerierung. Azure OpenAI und Hugging Face bieten Finetuning-Workflows.";"Azure OpenAI Finetuning nach Training-Tokens; lokales Finetuning benoetigt GPU.";"https://learn.microsoft.com/azure/ai-services/openai/how-to/fine-tuning"
"AI Agents";"Autonome KI-Systeme, die Aufgaben mehrstufig ausfuehren.";"AI Agents (Agentische KI) planen, entscheiden und fuehren Aufgaben eigenstaendig ueber mehrere Schritte aus. Sie nutzen Tools (APIs, Datenbanken, Web-Suche), bewerten Zwischenergebnisse und iterieren. Microsoft Copilot Studio, AutoGen und LangChain ermoeglichen die Erstellung von Agenten.";"Abhaengig von Plattform und API-Verbrauch.";"https://learn.microsoft.com/azure/ai-services/agents/overview"
"Embedding";"Numerische Vektordarstellung von Text, Bildern oder Daten.";"Embeddings wandeln unstrukturierte Daten (Text, Bilder) in hochdimensionale Zahlenvektoren um, die semantische Aehnlichkeit abbilden. Sie sind Grundlage fuer RAG, semantische Suche und Empfehlungssysteme. Modelle: OpenAI text-embedding-3, Azure AI Embedding, Sentence Transformers (Open Source).";"Azure OpenAI Embeddings nach Tokens; Open-Source-Modelle kostenlos.";"https://learn.microsoft.com/azure/ai-services/openai/concepts/models#embeddings"
"Token";"Grundeinheit fuer die Verarbeitung in Sprachmodellen.";"LLMs verarbeiten Text in Tokens (Wortteile, ca. 4 Zeichen = 1 Token im Englischen, Deutsch ca. 3 Zeichen). Tokens bestimmen Kontextfenster (z. B. 128k Tokens bei GPT-4o), Kosten (per 1000 Input/Output Tokens) und Geschwindigkeit. Token-Limits beeinflussen RAG-Design und Prompt-Laenge.";"Abrechnung nach Token-Verbrauch bei Cloud-APIs.";"https://learn.microsoft.com/azure/ai-services/openai/concepts/models"
"Responsible AI";"Ethische und verantwortungsvolle KI-Entwicklung und -Nutzung.";"Responsible AI umfasst Fairness, Transparenz, Zuverlaessigkeit, Datenschutz, Inklusion und Accountability beim Einsatz von KI-Systemen. Microsoft Responsible AI Standard, EU AI Act und Brancheninitiativen definieren Leitplanken. Content Safety Filter, Bias-Tests und Human-in-the-Loop sind praktische Massnahmen.";"Organisatorisch; Azure AI Content Safety als Dienst verfuegbar.";"https://learn.microsoft.com/azure/ai-services/responsible-use-of-ai-overview"
"Copilot Readiness";"Vorbereitung der M365-Umgebung fuer Copilot-Einfuehrung.";"Copilot Readiness umfasst die Pruefung und Optimierung von Berechtigungen (Oversharing vermeiden), Sensitivity Labels, Datenklassifizierung, SharePoint-Struktur und Governance vor dem Copilot-Rollout. Microsoft Copilot Dashboard und Purview helfen bei der Analyse. Ohne Vorbereitung besteht das Risiko, dass Copilot sensible Daten ungewollt exponiert.";"Organisatorisch; M365 E3/E5 und Purview fuer Vorbereitung; Copilot-Lizenz fuer Rollout.";"https://learn.microsoft.com/copilot/microsoft-365/microsoft-365-copilot-setup"
"Tokenizer";"Zerlegung von Text in Token fuer LLM-Verarbeitung.";"Ein Tokenizer wandelt Eingabetext in Token-IDs um, die das Sprachmodell verarbeitet. Verschiedene Modelle nutzen unterschiedliche Tokenizer (BPE, SentencePiece, tiktoken). Die Token-Zaehlung beeinflusst Kosten, Kontextfenster und Prompt-Design. tiktoken (OpenAI) und Hugging Face Tokenizers sind verbreitete Implementierungen.";"Kostenlos (Open Source); Teil der Modell-Infrastruktur.";"https://learn.microsoft.com/azure/ai-services/openai/concepts/models"
"AI Content Safety";"Filterung schaedlicher KI-Inhalte.";"Azure AI Content Safety filtert schaedliche, gewalttaetige, sexuelle oder hasserfuellte Inhalte in KI-Ein- und Ausgaben. Content Filter sind in Azure OpenAI standardmaessig aktiviert und konfigurierbar. Prompt Shields schuetzen zusaetzlich vor Prompt-Injection-Angriffen.";"In Azure OpenAI enthalten; Azure AI Content Safety separat nutzbar.";"https://learn.microsoft.com/azure/ai-services/content-safety/overview"
"Semantic Kernel";"Open-Source-SDK fuer KI-Orchestrierung in Anwendungen.";"Semantic Kernel (Microsoft) ist ein SDK fuer C# und Python, das LLM-Aufrufe, Plugin-Systeme, Memory (Vektorspeicher) und Planner-Funktionen in Anwendungen integriert. Es bildet die Grundlage fuer viele Microsoft-Copilot-Implementierungen.";"Kostenlos (Open Source, MIT-Lizenz).";"https://learn.microsoft.com/semantic-kernel/overview/"
"Model Context Protocol";"Offener Standard fuer Tool-Integration in KI-Agenten.";"MCP (Anthropic) standardisiert, wie KI-Modelle auf externe Datenquellen, APIs und Tools zugreifen. MCP-Server stellen Ressourcen bereit, MCP-Clients (z. B. Claude, VS Code) nutzen sie. Ziel: universelle Tool-Integration statt proprietaerer Plugin-Systeme.";"Kostenlos (Open Source).";"https://modelcontextprotocol.io/"
"Quantisierung";"Modellkomprimierung fuer effiziente lokale Ausfuehrung.";"Quantisierung reduziert die Praezision von Modellgewichten (z. B. von FP16 auf INT4/INT8), wodurch LLMs weniger VRAM benoetigen und schneller inferieren. GGUF-Format (llama.cpp) und AWQ sind gaengige Methoden. Trade-off: leichter Qualitaetsverlust bei deutlich geringerem Ressourcenbedarf.";"Kostenlos; Open-Source-Tools (llama.cpp, GPTQ).";"https://ollama.com/"
