Eintrag;Kurzbeschreibung;Langbeschreibung;Lizenz-Info;MS Learn / Weblinks
Wartungsfenster;Geplanter Zeitraum fuer Updates und Aenderungen.;Ein Wartungsfenster (Maintenance Window) ist ein vorab kommunizierter Zeitraum, in dem Aenderungen (Patches, Firmware-Updates, Konfigurationsaenderungen) mit akzeptierter Auswirkung durchgefuehrt werden. Kommunikation an Benutzer, Rueckfallplaene und Tests nach Abschluss sind Pflichtbestandteile. In Intune und WSUS koennen Update-Ringe Wartungsfenster definieren.;"Organisatorisch; technisch ueber Intune Update Rings, WSUS-Genehmigungen, Azure Update Manager.";https://learn.microsoft.com/mem/intune/protect/windows-update-for-business-configure
Rollout-Plan;Strukturierter Ablauf fuer die Einfuehrung von Aenderungen.;Ein Rollout-Plan definiert Zielgruppen (Pilotgruppe, Early Adopters, Breitrollout), Zeitplan, Kommunikation, Schulungen, technische Voraussetzungen und Rueckfalloptionen fuer neue Software, Features oder Konfigurationen. In M365 steuern Deployment Rings und Targeted Release die stufenweise Einfuehrung.;"Organisatorisch; Targeted Release und Deployment Rings in M365 Admin Center konfigurierbar.";https://learn.microsoft.com/microsoft-365/admin/manage/release-options-in-office-365
Change Management;Kontrollierte Steuerung von IT-Aenderungen.;Change Management (ITIL-basiert) stellt sicher, dass Aenderungen an IT-Systemen geplant, bewertet, genehmigt, durchgefuehrt und dokumentiert werden. Typen: Standard Change (vorab genehmigt), Normal Change (mit CAB-Freigabe), Emergency Change (beschleunigt). Ziel: Minimierung von Ausfaellen durch unkontrollierte Aenderungen.;"Organisatorischer Prozess; Unterstuetzung durch ITSM-Tools (ServiceNow, Jira SM, Freshservice).";https://en.wikipedia.org/wiki/Change_management_(ITSM)
Dokumentationsstandard;Einheitliche Vorgaben fuer IT-Dokumentation.;Ein Dokumentationsstandard legt fest, wie Systeme, Konfigurationen, Netzwerkplaene, Prozesse und Entscheidungen dokumentiert werden: Vorlagen, Namenskonventionen, Ablageorte, Versionierung und Verantwortlichkeiten. Gute Dokumentation ermoeglicht Vertretung, beschleunigt Fehlersuche und ist Voraussetzung fuer Audits.;"Organisatorisch; Ablage in SharePoint, Wiki, Confluence oder IT-Glue.";https://learn.microsoft.com/sharepoint/introduction
Passwort-Reset;Zuruecksetzen von Zugangsdaten bei gesperrtem Konto.;Ein Passwort-Reset kann durch den Helpdesk (manuell ueber AD/Entra ID) oder durch den Benutzer selbst (Self-Service Password Reset / SSPR) erfolgen. SSPR erfordert vorab registrierte Authentifizierungsmethoden (Authenticator, Telefon, E-Mail). Haeufigste Helpdesk-Anfrage, daher grosses Automatisierungspotenzial.;"SSPR ab Entra ID P1 (in M365 E3); manueller Reset in AD/Entra ID Free.";https://learn.microsoft.com/entra/identity/authentication/concept-sspr-howitworks
User Provisioning;Regelbasierte Bereitstellung von Konten und Berechtigungen.;User Provisioning automatisiert die Erstellung, Aenderung und Deaktivierung von Benutzerkonten basierend auf HR-Daten, Gruppenzugehoerigkeit oder Workflows. Entra ID unterstuetzt automatisches Provisioning in SaaS-Apps (SCIM), Lifecycle Workflows und gruppenbasierte Lizenzzuweisung.;"Entra ID App Provisioning in P1; Lifecycle Workflows ab Entra ID Governance.";https://learn.microsoft.com/entra/identity/app-provisioning/user-provisioning
Lizenzmanagement;Verwaltung von Software- und Cloud-Lizenzzuweisungen.;Lizenzmanagement umfasst die Erfassung, Zuweisung, Ueberwachung und Optimierung von Software- und Cloud-Lizenzen. Ziele: Compliance (keine Unter-/Ueberlizenzierung), Kostenkontrolle und Auditfaehigkeit. In M365 helfen Admin Center, PowerShell und Drittanbieter-Tools (Snow, Lansweeper) bei der Uebersicht.;"Organisatorisch; M365 Admin Center kostenlos; Enterprise-SAM-Tools (Snow, Flexera) lizenzpflichtig.";https://learn.microsoft.com/microsoft-365/admin/manage/assign-licenses-to-users
Backup-Check;Regelmaessige Pruefung von Sicherungserfolg und Wiederherstellbarkeit.;Ein Backup-Check verifiziert taeglich oder woechentlich, ob alle Sicherungsjobs erfolgreich abgeschlossen wurden, die Datenintegritaet stimmt und eine Wiederherstellung realistisch moeglich ist. Best Practice: regelmaessige Restore-Tests auf Testumgebungen, automatisierte Reporting-Dashboards und Alerting bei fehlgeschlagenen Jobs.;"Organisatorisch; Alerting ueber Backup-Software (Veeam, Azure Backup) und Monitoring-Tools.";https://learn.microsoft.com/azure/backup/backup-azure-monitoring-built-in-monitor
Update Ring;Stufenweise Verteilung von Updates an Geraetegruppen.;Update Rings definieren, welche Geraete oder Benutzergruppen Updates in welcher Reihenfolge erhalten: z. B. Pilotgruppe (IT-Team), Early Adopters (ausgewaehlte Abteilungen), Breitrollout (alle). In Intune konfigurieren Windows Update for Business Rings Deferral-Zeiten, Deadlines und Wartungsfenster.;"Intune in M365 E3/E5; WSUS in Windows Server enthalten.";https://learn.microsoft.com/mem/intune/protect/windows-update-for-business-configure
Eskalationsmatrix;Zustaendigkeiten und Wege bei hoeher priorisierten Vorfaellen.;Eine Eskalationsmatrix definiert, wer bei welcher Prioritaet oder nach welcher Zeitueberschreitung informiert und einbezogen wird. Sie unterscheidet funktionale Eskalation (an Fachteam), hierarchische Eskalation (an Management) und automatische Eskalation (per SLA-Regel im Ticket-System). Klare Eskalationswege verkuerzen Ausfallzeiten und verbessern die Kommunikation.;"Organisatorisch; konfigurierbar in jedem ITSM-Tool.";https://en.wikipedia.org/wiki/Escalation_(business)
Managed Service;Dauerhaft betreuter IT-Service mit definiertem Leistungsumfang.;Ein Managed Service ist ein vertraglich vereinbarter IT-Dienst, bei dem ein externer Provider oder internes Team Betrieb, Ueberwachung, Wartung und Support fuer definierte Systeme uebernimmt. Leistungsumfang, SLAs, Reporting und Kosten sind im Managed-Service-Vertrag festgelegt. Beispiele: Managed Firewall, Managed Backup, Managed Workplace, Managed M365.;"Abhaengig vom Service-Provider und Umfang; typisch pro Endpunkt, pro User oder Pauschale.";https://en.wikipedia.org/wiki/Managed_services
